latency,predicted_label,sentence,true_label,year
1.3064026832580566,2,for most small businesses credit appeared to be available although these businesses demand for credit reportedly remained weak.,,2022
1.7319140434265137,1,the u.s. international trade deficit widened at the end of last year to a record high and surpassed that high at the beginning of this year.,,2022
0.689749002456665,2,they also concurred that their assessments would take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.,,2022
1.6724298000335693,0,however investors appeared to be increasingly attentive to downside risks to the economy in light of the potential for shocks from abroad and the continued upside surprises to inflation.,,2022
1.3523240089416504,1,despite the slowdown in growth the labor market remained extremely tight and nominal wage growth remained elevated.,,2022
1.5995948314666748,0,correspondingly participants indicated that they had revised down their projections of real gdp growth for this year consistent with ongoing supply chain disruptions and tighter financial conditions.,,2022
1.1496310234069824,1,some participants noted that elevated inflation had continued to broaden from goods into services especially rents and into sectors that had not yet experienced large price increases such as education apparel and health care.,,2022
1.1157679557800293,2,however investors reported that strained liquidity at times amplified the volatility of price moves and may have contributed to the particularly large swings in treasury yields and equity prices late in the intermeeting period.,,2022
1.2546210289001465,2,they also concurred that in assessing the appropriate stance of monetary policy they would take into account a wide range of information including readings on public health labor market conditions inflation pressures and inflation expectations and financial and international developments.,,2022
1.678750991821289,1,the marketimplied path of the policy rate rose with the median federal funds rate values in the september summary of economic projections and other federal reserve communications being viewed by market participants as indicating a commitment to sustaining a restrictive monetary policy stance.,,2022
1.7194907665252686,1,the trimmed mean measure of 12month pce inflation constructed by the federal reserve bank of dallas was 2.6 percent in october an increase of 0.6 percentage point relative to two months earlier.,,2022
1.5665929317474365,2,participants views on current conditions and the economic outlook in their discussion of current economic conditions participants noted that recent indicators pointed to modest growth of spending and production.,,2022
1.052110195159912,0,broad stock price indexes increased likely reflecting reduced concerns about the inflation outlook and the associated implications for the future path of policy.,,2022
1.9353961944580078,2,in assessing inflation expectations participants noted that longerterm expectations appeared to remain well anchored as reflected in a broad range of surveys of households businesses and forecasters as well as measures obtained from financial markets.,,2022
1.5751490592956543,0,high inflation continued to contribute to a decline in real disposable incomes which together with disruptions to energy supplies depressed economic activity especially in europe.,,2022
1.5769438743591309,1,members anticipated that ongoing increases in the target range would be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2 percent over time.,,2022
1.6180071830749512,2,the nominal u.s. international trade deficit widened to a record size in march and then reversed that widening in april.,,2022
1.3449361324310303,0,respondents to the open market desks surveys of primary dealers and market participants marked down their growth forecasts for 2022 and 2023 and attached higher odds than in the june survey to the possibility that the u.s. economy could enter a recession in coming quarters.,,2022
1.3839330673217773,2,credit card balances at commercial banks rose in april at the fastest pace seen in recent decades but growth slowed in may.,,2022
1.5740492343902588,1,in their assessment of the effects of policy actions and communications to date participants concurred that the committees actions to raise expeditiously the target range for the federal funds rate demonstrated its resolve to lower inflation to 2 percent and to keep inflation expectations anchored at levels consistent with that longerrun goal.,,2022
1.2386350631713867,2,participants views on current conditions and the economic outlook in their discussion of current economic conditions participants noted that although overall economic activity had edged down in the first quarter household spending and business fixed investment had remained strong.,,2022
1.5704758167266846,1,over the intermeeting period there were significant swings in asset prices and financial conditions tightened on net as market participants assessed incoming information about the economy.,,2022
0.8543009757995605,1,in addition covidrelated lockdowns in china were likely to disrupt global supply chains potentially adding further upward pressure on the prices paid by u.s. businesses and consumers.,,2022
1.2956416606903076,1,participants noted that the demand for labor continued to outstrip available supply across many parts of the economy.,,2022
1.3393330574035645,1,inflation abroad moved higher driven by further increases in consumer energy and food prices as well as some additional broadening of price pressures to core goods and services.,,2022
1.1252140998840332,1,participants observed that this tightening had led to substantial increases in real interest rates across the maturity spectrum.,,2022
0.8199057579040527,1,bank interest rates for both ci and cre loans also increased.,,2022
2.3485939502716064,2,the labor force participation rate edged down in september and the employmenttopopulation ratio was unchanged.,,2022
1.6447219848632812,1,job gains had been solid in recent months and the unemployment rate had declined substantially.,,2022
1.9254448413848877,1,participants observed that because of high inflation pressures prevailing globally monetary policy tightening was under way in many other economiesa development likely to affect foreign economic activity and carrying the potential for spillovers to the u.s. economy.,,2022
1.151144027709961,2,a few participants noted the recent decline in the unemployment rates of african americans and hispanics and the narrowing of the racial and ethnic gap in the primeage employmenttopopulation ratio as suggesting a more inclusive labor market recovery.,,2022
1.4560587406158447,1,participants judged that the invasion and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,,2022
1.6063439846038818,0,in foreign exchange markets moderating concerns about the potential for highly elevated u.s. interest rates spurred a depreciation in the foreign exchange value of the dollar.,,2022
1.8452329635620117,1,participants judged that the war and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,,2022
0.7648007869720459,2,in assessing the appropriate stance of monetary policy the committee will continue to monitor the implications of incoming information for the economic outlook.,,2022
3.1276791095733643,2,the unemployment rates for african americans and for hispanics were little changed on net though both rates remained noticeably higher than the national average.,,2022
1.2243130207061768,1,borrowing costs linked to shorterterm interest rates generally increased largely as a result of expectations of tighter monetary policy.,,2022
1.6604797840118408,1,in their consideration of the appropriate stance of monetary policy participants concurred that the labor market was very tight inflation was well above the committees 2 percent inflation objective and the nearterm inflation outlook had deteriorated since the time of the may meeting.,,2022
1.6570069789886475,0,the unemployment rate for african americans and for hispanics declined over this period however both rates remained noticeably higher than the national average.,,2022
0.4629020690917969,1,with inflation persistently high many central banks continued to tighten monetary policy.,,2022
0.8615140914916992,0,participants commented that higher mortgage interest rates had notably restrained housing activity and that they expected housing activity to remain weak.,,2022
1.529339075088501,1,even so with inflation elevated and expected to remain so over the near term some participants emphasized that the real federal funds rate would likely still be below shorterrun neutral levels after this meetings policy rate hike.,,2022
1.5241219997406006,0,a few participants remarked that maximum employment consistent with price stability evolves over time and that further improvements in labor markets were likely over subsequent years as the economy continued to expand.,,2022
1.5618958473205566,1,members agreed that the invasion and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,,2022
0.68198561668396,1,many participants noted thatwith inflation well above the committees objective inflationary risks to the upside and the federal funds rate well below participants estimates of its longerrun levelthey would have preferred a 50 basis point increase in the target range for the federal funds rate at this meeting.,,2022
1.5476880073547363,1,participants noted that because monetary policy worked importantly through financial markets an unwarranted easing in financial conditions especially if driven by a misperception by the public of the committees reaction function would complicate the committees effort to restore price stability.,,2022
2.1383750438690186,1,participants commented on the global nature of inflation pressures and a few of them added that many foreign central banks were also firming the stance of monetary policy.,,2022
1.6884422302246094,2,a credit agency declared two heavily indebted chinese property developers to be in restricted default hurting asset prices in chinas real estate sector but spillovers to broader financial markets were limited.,,2022
1.3042490482330322,1,participants observed that the growth of economic activity had slowed significantly in 2022 from the previous years robust pace partly in response to the committees policy actions.,,2022
1.1859967708587646,1,global financial conditions tightened reflecting declines in equity prices increases in sovereign yields and credit spreads andfor the united statesan appreciation of the dollar.,,2022
1.4157919883728027,2,the unemployment rate moved up 0.2 percentage point to 3.7 percent in october and remained at that rate in november.,,2022
1.1279139518737793,1,in their discussion of risks to the outlook participants emphasized that they were highly attentive to inflation risks and would continue to monitor closely inflation developments and inflation expectations.,,2022
1.329913854598999,2,participants noted that recent indicators of spending and production had softened while by contrast job gains had been robust and the unemployment rate had remained low.,,2022
1.7594828605651855,1,the u.s. dollar appreciated against most major currencies driven by widening yield differentials between the united states and the rest of the world and further deterioration of the foreign growth outlook.,,2022
1.5398051738739014,2,consumer credit remained broadly available to households in april and may but respondents in the federal reserve bank of new yorks survey of consumer expectations indicated that it was harder to get credit in recent months.,,2022
1.1218957901000977,1,participants judged that an appropriate firming of the stance of monetary policy along with an eventual waning of supplydemand imbalances would help to keep longerterm inflation expectations anchored and bring inflation down over time to levels consistent with the committees 2 percent longerrun goal.,,2022
1.7705450057983398,1,in their discussion of risks participants emphasized that they were highly attentive to inflation risks and were closely monitoring developments regarding both inflation and inflation expectations.,,2022
1.920874834060669,1,although hurricanerelated rebuilding would boost activity especially in the near term this stimulus increasingly would be countered by higher interest rates the anticipated waning of the positive wealth effect associated with large earlier gains in equity and house prices and reduced impetus from fiscal policy.,,2005
1.5105547904968262,1,in the staff forecast prepared for this meeting the economy was seen as likely to expand at a rate above the growth of potential this year and next led by strong business demand for equipment and software.,,2005
2.0647592544555664,1,also anecdotal indications of price increases were becoming more common across a number of industries.,,2005
1.2091917991638184,1,in addition high and rising energy prices were adding to pressures on overall inflation and energy price increases probably would feed through at least temporarily to core measures of inflation.,,2005
1.4631927013397217,2,regarding the risks to sustainable growth and price stability some members noted that the risk assessment conditioned on appropriate policy no longer seemed to convey useful information regarding the committees economic and policy outlook.,,2005
1.5288951396942139,0,survey measures of nearterm inflation expectations edged down in july and longerterm inflation expectations firmed only a touch.,,2005
1.7105207443237305,2,in their discussion of the economic situation and outlook meeting participants saw the economy as continuing to grow at a solid pace notwithstanding the disruptive effects to economic activity and employment from the hurricanes.,,2005
1.6743640899658203,2,core consumer prices rose moderately over the past few months and measures of inflation expectations remained wellanchored.,,2005
2.457163095474243,2,growth in business investment spending seemed to remain moderate overall but anecdotal reports suggested that a number of firms had boosted their plans for capital spending.,,2005
1.8066847324371338,1,economic growth remained firm while rising energy and possibly labor costs threatened to put upward pressure on inflation.,,2005
1.1533761024475098,0,core consumer price inflation remained benign in july and august.,,2005
2.2647929191589355,0,despite the large increase in consumer energy prices since midyear core price inflation was restrained through september.,,2005
3.1614270210266113,2,in addition the committee noted that the economy appeared to be growing at a moderate rate despite increases in energy prices that labor market conditions continued to improve gradually and that inflation and inflation expectations remained well contained.,,2005
2.3547821044921875,2,although recent hurricanes caused considerable damage and disruption particularly in the energy sector economic activity outside the gulf region appeared to have been well maintained.,,2005
1.8114299774169922,0,moreover measures of labor compensation showed only moderate gains while relatively wide profit margins could allow firms to absorb somewhat larger increases in labor and other costs without boosting prices.,,2005
2.076162099838257,0,the recent sharp slowing in motor vehicle sales which appeared to be related in part to the paring of purchase incentives and perhaps also to the high level of energy prices raised some concerns about the expansion of economic activity in some regions.,,2005
1.1277880668640137,1,in that environment the prices of crude oil natural gas and gasoline likely would remain elevated and subject to considerable volatility particularly given the limited spare capacity available in energy extraction and refining industries.,,2005
2.226025104522705,1,however it would also have to take account of the effects of the sustained period of favorable financial conditions on asset prices and aggregate demand as well as the resulting possibility of further increases in resource utilization and pressures on prices.,,2005
0.629565954208374,0,nonetheless many participants stated that they expected total inflation to diminish and any rise in core consumer inflation to be limited.,,2005
1.9555671215057373,1,one survey of households in october found that expectations for inflation over the coming year rose to a level well above the readings that had prevailed over the spring and summer presumably in response to rising energy prices.,,2005
1.819951057434082,1,notwithstanding recent benign readings on inflation the forecast for core pce inflation was raised somewhat owing in part to the recent further rise in energy prices and in light of the revisions to historical data a higher assumed trajectory for the nonmarket component of core pce prices.,,2005
1.560819149017334,1,gasoline prices in particular rose steeply in august and survey data pointed to a larger increase in early september.,,2005
1.736886739730835,2,the growth of hightech output slowed slightly in october mainly as a result of smaller increases in the production of semiconductors.,,2005
1.0233290195465088,2,mortgage rates remained low and house prices apparently continued to rise briskly.,,2005
1.1263420581817627,2,buoyed by the drop in longerterm interest rates and largely upbeat economic news major equity indexes rose appreciably over the intermeeting period.,,2005
1.4316191673278809,0,wholesale and retail gasoline prices dropped as gasoline inventories rebounded.,,2005
2.049499988555908,1,with underlying inflation expected to be contained the committee believes that policy accommodation can be removed at a pace that is likely to be measured.,,2005
1.4853990077972412,2,nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.,,2005
1.3473563194274902,1,in the staff forecast prepared for this meeting the economy was seen as likely to expand at a pace a little above that of its longerrun potential over this year and next while hiring was expected to firm some more resulting in a further decrease in the unemployment rate.,,2005
1.7981927394866943,0,while underlying inflation appeared to have moved up only modestly and nearly all participants thought that core and total inflation going forward would be relatively low they had become less certain of that outlook for the next few quarters.,,2005
2.1219398975372314,2,in addition to local market factors a wide range of influences appeared to be supporting home prices including solid gains in disposable income low mortgage rates and financial innovation in the residential mortgage market.,,2005
1.7866981029510498,1,such an increase could be particularly problematic because it might impart upward momentum to inflation expectations that would be costly to reverse.,,2005
1.5568311214447021,0,despite generally good firstquarter earnings reports equity indexes moved down considerably in response to the signs of weaker economic growth.,,2005
1.5135908126831055,0,next year however the arithmetic contribution to growth from net exports was seen as likely to return to negative territory.,,2005
2.310518980026245,0,still pressures on prices stemming from labor costs seemed well contained and were expected to remain damped in coming quarters.,,2005
1.2263901233673096,0,consumer energy prices had retreated notably from their elevated posthurricane levels.,,2005
1.6438531875610352,1,participants concerns about inflation prospects generally had increased over the intermeeting period.,,2005
1.2006897926330566,1,oil and gasoline prices however were on the rise spiking to record levels in the days immediately following the hurricane.,,2005
1.6348929405212402,2,survey indicators and the continued relatively low level of initial claims for unemployment insurance also supported the notion of continued improvement in the labor market.,,2005
1.0467240810394287,2,at this meeting the committee engaged in a broadranging discussion of the pros and cons of formulating a numerical definition of the pricestability objective of monetary policy.,,2005
1.3517119884490967,1,labor demand continued to expand and the unemployment rate edged down further in may.,,2005
2.246924877166748,1,m2 growth slowed in the first two months of the year as the opportunity cost of holding money rose with monetary policy tightening.,,2005
1.3245189189910889,1,a discernable upcreep was apparent in survey measures of short and to a limited extent longterm inflation expectations over recent months.,,2005
3.4036898612976074,2,it was agreed that considerable uncertainty attended the outlook for both longterm interest rates and home prices.,,2005
1.4012701511383057,1,in the committees discussion of monetary policy for the intermeeting period all members favored raising the target federal funds rate 25 basis points to 3 percent at this meeting.,,2005
3.0566580295562744,0,yields on inflationindexed treasury securities fell a bit more than their nominal counterparts leaving inflation compensation slightly higher.,,2005
2.3702242374420166,2,nominal treasury yields decreased about in line with the revision to policy expectations.,,2005
1.9465527534484863,2,economic activity also could be buoyed by developments in other sectors of the economy.,,2005
1.226180076599121,2,the u.s. international trade deficit narrowed somewhat in july as the value of exports of goods and services rose slightly and the value of imports declined.,,2005
1.8410959243774414,2,although both new and existing home sales declined somewhat in january demand continued to be supported by low mortgage rates.,,2005
1.1629629135131836,2,nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.,,2005
1.0892632007598877,0,all also thought that the statement should note the continued pressures on inflation while mentioning that longterm inflation expectations remained well contained.,,2005
1.7390449047088623,0,in addition the prolonged period of elevated spot energy prices the sense supported by futures markets that these higher prices may persist for some time and the heightened uncertainty about energy prices going forward together may have left businesses less confident about the future and wary of longerterm commitments such as expanding plant capacity or taking on new workers.,,2005
1.8688769340515137,1,a pause in policy tightening at this meeting had the potential to mislead the public both about the committees perceptions of the fundamental strength and resilience of the economy and about its commitment to fostering price stability.,,2005
1.51289701461792,2,at the conclusion of the discussion the committee voted to authorize and direct the federal reserve bank of new york until it was instructed otherwise to execute transactions in the system account in accordance with the following domestic policy directive the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,,2005
1.122870683670044,2,the staff forecast prepared for this meeting suggested that growth of economic activity would slow from this years pace but remain solid with output staying near the economys potential over the next two years.,,2005
1.023773193359375,0,bank credit decelerated sharply in april and may from rapid gains posted in the first quarter as growth in both securities and loans fell.,,2005
1.9684221744537354,2,growth of capital spending while strong in the first quarter was down from the brisk rates of previous quarters.,,2005
1.1066970825195312,1,consumer prices moved higher in january after being unchanged in december.,,2005
1.6363751888275146,0,currency growth was about flat in december.,,2005
1.7416718006134033,2,participants remarked that many business executives were seeking further advances in productivity through organizational improvements as well as through investment in equipment and software.,,2005
1.5335149765014648,2,in the subsequent discussion meeting participants uniformly agreed that price stability provided the best environment for maximizing sustainable economic growth in the long run but expressed a range of views on whether it would be helpful for the committee to articulate a specific numerical definition for the federal reserves pricestability objectiveeither a single figure or a range.,,2005
1.7359001636505127,0,although the required amount of cumulative tightening may have increased members noted that an accelerated pace of policy tightening did not appear necessary at this time as a degree of economic slack apparently remained productivity growth would probably continue to damp increases in unit labor costs and prices and inflation would most likely continue to be contained.,,2005
1.6761629581451416,2,these rates of growth were associated with a civilian unemployment rate of 5 to 514 percent in the fourth quarter of this year and a rate of 5 percent in the fourth quarter of 2006.,,2005
1.353968858718872,2,but it was also averred that the committee should to the extent possible provide information that would help the public anticipate the probable course of monetary policy providing such information would tend to increase the effectiveness of monetary policy.,,2005
1.8518006801605225,2,although uncertainties about the outlook for spending had increased it appeared that over time consumption would probably expand at a moderate paceperhaps a little below the pace of income growth once the increases in house prices slowed to more historically typical rates.,,2005
1.5675179958343506,2,a number of participants noted continued modest gains in employment though some commented that based on anecdotal information job growth seemed to have picked up of late.,,2005
1.3345627784729004,2,the committee also noted that output appeared to be growing at a moderate pace and labor market conditions continued to improve gradually while inflation and inflation expectations remained wellcontained.,,2005
1.3287439346313477,2,consumer expenditures were expected to continue to advance at a solid pace buoyed by strong gains in personal income although high energy prices could exert some restraint on spending.,,2005
1.0257549285888672,2,employment gains were widespread across industries with the exception of the manufacturing sector which continued to post small job losses.,,2005
1.5343780517578125,0,the increase in aggregate demand was expected to be sufficient over coming quarters to allow the rate of unemployment to continue to edge lower even as more people return to the labor force.,,2005
1.6359398365020752,2,in considering the statement to be released following this meeting members concurred that it should note that even with the rise in oil prices the expansion remained firm and labor markets continued to improve gradually.,,2005
1.224329948425293,0,nominal treasury yields changed little on net but measures of inflation compensation at longer horizonswhich are calculated using yields on nominal and inflationprotected securitiesdeclined somewhat.,,2005
1.3369619846343994,0,recent data suggested that thus far indirect effects of elevated energy prices on core inflation had been muted.,,2005
1.0528240203857422,0,consumer prices were about unchanged in june after posting notable increases earlier in the year.,,2005
1.7082953453063965,2,recent measures of consumer confidence improved from their levels earlier in the spring when higher gasoline prices and concerns about a slowing in the pace of the economic expansion may have served as restraining influences.,,2005
1.118382215499878,0,the largest employment loss occurred in the leisure and hospitality category an industry particularly hard hit by the storm.,,2005
0.9509809017181396,1,in these circumstances the committee believed that policy accommodation could be removed at a pace that was likely to be measured but noted that it would respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.,,2005
1.2301859855651855,2,several participants noted that past declines in the foreign exchange value of the dollar were contributing to u.s. economic activity.,,2005
1.508807897567749,2,the vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting the committee perceives that with appropriate monetary policy action the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal.,,2005
0.9765923023223877,0,along with energy prices import and materials prices apparently had contributed to the recent uptick in inflation and pressures on inflation stemming from these three sources were expected to lessen over coming quarters.,,2005
0.37900590896606445,0,consumer price inflation abroad remained subdued.,,2005
1.3110480308532715,2,the vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting the committee perceives that with appropriate monetary policy action the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal.,,2005
2.3548028469085693,0,the average workweek during the fourth quarter was unchanged from the third quarter and as a result aggregate hours decelerated despite the pickup in employment growth.,,2005
1.8399639129638672,2,at the conclusion of the discussion the committee voted to authorize and direct the federal reserve bank of new york until it was instructed otherwise to execute transactions in the system account in accordance with the following domestic policy directive the federal open market committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,,2005
2.179205894470215,2,while participants generally felt that the pace of underlying productivity growth remained robust careful attention would need to be paid to developments regarding unit labor costs and profit margins.,,2005
1.5020239353179932,2,the vote encompassed approval of the paragraph below for inclusion in the statement to be released shortly after the meeting the committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal.,,2005
1.0375406742095947,2,employment continued to expand in march although the increase was less than the strong advance in february.,,2005
1.2132949829101562,2,given the increase in the laborforce participation rate reported for the month the employmentpopulation ratio rose to its highest level in three years.,,2005
0.8893799781799316,1,consistent with the upward revision to policy expectations yields on treasury securities rose significantly.,,2005
1.5680100917816162,1,the staff revised upward its forecast of overall inflation for 2005 and of core inflation for 2006 reflecting the effects of higher energy prices but lowered its projection for overall inflation slightly for 2006.,,2005
1.1280200481414795,1,the unemployment rate dipped to 5.1 percent in may.,,2005
1.0193781852722168,0,in their discussion of prices participants indicated that their concerns about nearterm inflation pressures had eased somewhat over the intermeeting period.,,2005
1.5367019176483154,2,interest rates on intermediateterm treasury securities rose in response to the revision to policy expectations but longerterm yields were little changed over the intermeeting period.,,2005
1.4328269958496094,2,the u.s. international trade deficit narrowed in may as the value of exports of goods and services rose slightly and the value of imports declined partly reflecting a sharp drop in the value of oil imports.,,2005
1.2275562286376953,1,even after todays action the federal funds rate would likely be below the level that would be necessary to contain inflationary pressures and further rate increases probably would be required.,,2005
1.846599817276001,2,those who believed such a move would be on balance beneficial cited for example its usefulness as an anchor for longterm inflation expectations as a vehicle for enhanced clarity of committee deliberations and as an additional tool for communications.,,2005
1.6353778839111328,2,the fomcs decision in march to raise the intended level of the federal funds rate 25 basis points was fully anticipated by the market as were its retention in the accompanying statement of the measured pace language and its assessment that the risks to price stability and sustainable economic growth were balanced.,,2005
2.1826119422912598,1,monetary conditions evidently were still quite accommodative economic activity appeared to have more momentum than had previously been perceived and while core inflation most probably would stay low pressures on inflation seemed to have risen.,,2005
2.0150949954986572,2,they also agreed again to characterize the risks to sustainable growth and price stability as balanced.,,2005
1.3282930850982666,1,in their discussion of inflation participants observed that inflation had eased over the past year but remained above the committees 2 percent inflation objective.,,2024
1.431812047958374,2,more recently purchasing managers indexes in europe through february and other indicators provided tentative signs of some firming in the regions economic activity.,,2024
1.5352890491485596,2,labor demand and supply continued to move into better balance though the speed of this realignment appeared to have slowed in recent months.,,2024
1.678433895111084,2,participants expected that real gdp growth this year would be below the strong pace recorded in 2023 and they remarked that recent data on economic activity were largely consistent with the anticipated slowing.,,2024
1.2966272830963135,0,at the time of the september meeting the modal path for the federal funds rate implied by options prices was consistent with about 100 basis points of cuts through yearend compared with around 50 basis points at the time of the july meeting.,,2024
0.7124018669128418,0,inflation compensation also fell some with larger declines at nearer horizons.,,2024
