latency,predicted_label,sentence,true_label
1.7965688705444336,2,The unwinding in the early months of 1997 of special factors that had boosted net exports in the fourth quarter of 1996 was offsetting some of the effects on production of the persisting strength in domestic demand.,2
0.8875131607055664,2,The nominal deficit on U. S. trade in goods and services widened substantially in the second quarter.,1
1.459662914276123,2,"In these circumstances, the Committee believed that policy accommodation could be removed at a pace that would likely be measured but noted that it would respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",1
1.3308849334716797,2,"The System Open Market Account manager and the secretary will keep the Committee informed of ongoing developments regarding the System's balance sheet that could affect the attainment over time of the Committee's objectives of maximum employment and price stability. """,2
0.907526969909668,0,"Members generally agreed that, in light of some weaker-than-expected readings on measures of labor market conditions and in the absence of greater confidence about the inflation outlook, it would be prudent to wait for additional information bearing on the medium-term outlook before initiating the process of policy normalization.",2
1.321512222290039,0,The threat to global economic growth and financial stability posed by the fiscal situation in some European nations sparked widespread flight-to-quality flows over most of the intermeeting period.,2
1.116914987564087,1,"However, in the view of at least some members, recent developments had reduced the unwelcome prospect of substantial additional disinflation.",2
1.4558281898498535,1,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.",1
1.4893419742584229,2,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",2
1.0552341938018799,2,"Participants continued to expect that, as the effects of transitory factors waned and labor market conditions strengthened further, inflation would stabilize around the Committee's 2 percent objective over the medium term.",2
1.1151862144470215,2,Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in overall economic activity.,2
1.130634069442749,0,"Nonetheless, on balance, most members currently considered the upside risks to inflation to be a bit less pressing than those on the downside for the next few quarters.",0
1.1235830783843994,1,Rapid increases in healthcare and other insurance costs and the lagged passthrough of large increases in oil prices would tend to maintain upward pressure on prices.,1
1.5342059135437012,2,"Broad stock price indexes rose, on net, over the intermeeting period, boosted in part by favorable earnings reports from the retail sector.",2
2.0524909496307373,2,"Many of them expected that inflation was likely to rise gradually over the medium term, as resource slack diminished and inflation expectations remained stable.",2
2.140047073364258,2,"Although productivity growth had slowed from the extraordinarily rapid pace that prevailed earlier in the expansion, data for the fourth quarter of 2004, as well as preliminary indications for the first quarter of this year, suggested that gains from efficiency remained substantial.",2
2.470327138900757,2,"Although inflation remained remarkably subdued and any increase in inflationary pressures likely would tend to emerge only slowly, the strength in demand had developed against the backdrop of financial conditions that, broadly considered, were not substantially different from those now prevailing.",0
1.4199151992797852,2,"Participants' assessments of the economic outlook were little changed, with the intermeeting information generally seen as suggesting that economic growth would remain moderate over coming quarters and then pick up gradually.",2
1.8433070182800293,2,"The run-up in mortgage rates since the latter part of June was expected to curb housing demand to a limited extent in coming months, but the outlook for housing activity remained favorable, given an overall economic performance in line with current forecasts of a robust expansion, related growth in incomes, and still relatively attractive mortgage interest rates.",2
1.9467439651489258,2,"In December, the consumer price index (CPI) rose somewhat faster than in recent months, primarily reflecting an upturn in consumer energy prices; core CPI inflation remained low.",2
1.4322617053985596,1,"The broad index of the foreign exchange value of the dollar rose nearly 3 percent over the intermeeting period amid the rise in U. S. interest rates, market expectations that U. S. tax reform was becoming more likely, and foreign central bank actions and communications.",1
1.3628830909729004,2,"By 2009, the forecasts for both the headline and core PCE price indexes showed inflation receding from its 2008 level, in line with the previous forecasts.",2
1.9118800163269043,2,"In light of these significant policy actions, the risks to growth were now thought to be more closely balanced by the risks to inflation.",2
1.2285490036010742,2,"In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective.",2
1.6600639820098877,2,"In their discussion of monetary policy for the period ahead, Committee members generally agreed that their overall assessments of the economic outlook were little changed since their previous meeting.",2
2.1554298400878906,0,"In their discussion of inflation developments, participants noted that readings on overall and core PCE inflation, measured on a 12-month change basis, had continued to run below the Committee's symmetric 2 percent objective.",0
1.007336139678955,0,"Particularly in light of persistent low readings on inflation and from indicators of inflation expectations along with the risks to the U. S. outlook associated with global economic developments, he noted that a policy rate reduction at the current meeting would help re-center inflation and inflation expectations at levels consistent with the Committee's symmetric 2 percent inflation objective and simultaneously provide some insurance against unexpected developments that could slow U. S. economic growth.",0
1.4218432903289795,2,"The Committee expects that, with appropriate policy accommodation, economic growth will proceed at a moderate pace and the unemployment rate will gradually decline toward levels the Committee judges consistent with its dual mandate.",0
2.460905075073242,2,"The Committee expects these effects to be transitory, but it will pay close attention to the evolution of inflation and inflation expectations.",2
1.4340200424194336,0,"Financial factors also seemed likely on balance to accommodate continuing growth in consumer spending, in particular the marked increases that had occurred in the value of stock holdings and a still-ample availability of credit to most households.",2
1.6332170963287354,0,"Others indicated that because part of the recent decline in the jobless rate was associated with a reduction in labor force participation, the drop in the unemployment rate likely overstated the overall improvement in the labor market.",0
1.478860855102539,2,"While liquid deposits continued to grow slowly, heightened demand for safety and liquidity appeared to boost holdings of retail money market mutual funds.",1
2.2239527702331543,0,The behavior of inflation had been unexpectedly benign for an extended period of time for reasons that were not fully understood.,2
2.338756799697876,0,"Nonetheless, with rising productivity and moderate wage gains likely continuing to help hold down unit labor costs, the outlook for subdued inflation remained promising, especially for the nearer term.",0
1.7296068668365479,0,Foreign economic growth declined in the second quarter.,2
1.6808841228485107,1,"The several extensions of emergency unemployment insurance benefits appeared to have raised the measured unemployment rate, relative to levels recorded in past downturns, by encouraging some who have lost their jobs to remain in the labor force.",0
1.3325178623199463,0,"These participants stated that, in such circumstances, a major challenge facing policymakers—especially in the presence of the effective lower bound on the federal funds rate—was to maintain a policy stance sufficiently accommodative to keep average inflation at 2 percent and thereby bolster the credibility of the Committee's new policy framework, facilitating the achievement of both maximum employment and price stability.",0
1.700458288192749,2,"Participants generally expected that, over the medium term, real economic activity would increase at a pace sufficient to lead to a further gradual decline in the unemployment rate toward levels consistent with the Committee's objective of maximum employment.",1
1.4307339191436768,1,Home prices continued to rise briskly.,1
1.4332568645477295,2,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the SOMA in accordance with the following domestic policy directive: ""Consistent with its statutory mandate, the Federal Open Market Committee seeks monetary and financial conditions that will foster maximum employment and price stability.",0
2.1195459365844727,1,"It was generally agreed that developments relating to energy would continue to exert upward pressure on prices over the near term, including the passthrough or indirect effects of higher oil prices on core measures of inflation.",1
1.7231991291046143,1,"Labor market conditions had improved further, with solid job gains and a lower unemployment rate; taken as a whole, labor market indicators suggested that the underutilization of labor resources was continuing to diminish.",1
1.2050611972808838,0,"They generally judged that risks to the growth outlook, including strains in global financial markets, were significant and tilted to the downside; moreover, slow growth left the recovery more vulnerable to negative shocks.",0
2.0169951915740967,0,"Subsequently, the expected future path of monetary policy dropped amid increasing concerns about the health of financial institutions.",0
1.1559810638427734,0,The staff also reported that in the leveraged loan market risk spreads had narrowed and nonprice terms had loosened further.,1
1.515516996383667,1,"With appropriate firming in the stance of monetary policy, participants expected inflation to return to the Committee's 2 percent objective over time and the labor market to remain strong.",1
1.5328571796417236,0,"To support continued progress toward maximum employment and price stability, the Committee expects that a highly accommodative stance of monetary policy will remain appropriate for a considerable time after the asset purchase program ends and the economic recovery strengthens.",0
1.5565211772918701,2,"While bank lending continues to contract, financial market conditions remain supportive of economic growth.",2
0.8810460567474365,0,"The Committee directs the Desk to purchase GSE debt, GSE-guaranteed MBS, and longer-term Treasury securities during the intermeeting period with the aim of providing support to private credit markets and economic activity.",0
1.6398861408233643,2,The Committee continues to view changes in the target range for the federal funds rate as its primary means of adjusting the stance of monetary policy.,2
1.477635145187378,1,One member was persuaded that policy had already become so expansionary that further easing ran an unacceptable risk of exacerbating inflation over time.,1
1.6029629707336426,2,"Staff Economic Outlook In the forecast prepared for the March FOMC meeting, the staff's outlook for real economic activity was broadly similar to that at the time of the January meeting.",2
1.1272618770599365,2,House price appreciation appeared to have slowed from the elevated rates seen over the past summer.,2
1.5580308437347412,2,"Stock prices in the basic materials and industrial sectors underperformed the broader market, reportedly reflecting an increase in trade tensions with China.",2
1.6043879985809326,2,"Although a spike in energy prices eroded real income growth in the second quarter, there were solid gains in wages and salaries.",1
1.740535020828247,2,"However, energy prices were expected to level out, and rents, while difficult to forecast, were viewed by some participants as likely to decelerate in coming quarters.",0
1.7521069049835205,0,"The considerable monetary ease already in place, the prospect of significantly more fiscal stimulus, the continuing strong gains in structural productivity, and the anticipated improvement in business confidence would provide significant impetus to spending.",2
1.1556670665740967,1,"Moreover, the expected strength in aggregate demand would curb the extent of disinflation over time.",2
2.165911912918091,0,"Prominent among these risks were a possible intensification of strains in the euro zone, with potential spillovers to U. S. financial markets and institutions and thus to the broader U. S. economy; a larger-than-expected U. S. fiscal tightening; and the possibility of a further slowdown in global economic growth.",0
1.3818211555480957,2,"Although the unemployment rate has declined somewhat since the summer, it remains elevated.",0
1.1417300701141357,1,"Nonetheless, the Committee judged that some inflation risks remained.",1
1.370758295059204,2,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed.,0
1.2929198741912842,0,"Over the medium term, participants expected strong growth in employment, driven by continued progress on vaccinations and an associated rebound of economic activity and of consumer and business confidence, as well as accommodative fiscal and monetary policy.",0
1.4811131954193115,2,Participants generally expected that household demand would gradually strengthen over coming quarters in response to the rise in household wealth from the substantial increase in equity prices that had occurred over the intermeeting period as well as the support for income provided by fiscal policy.,1
2.5853271484375,2,The available data for October suggested that the contribution of the change in net exports to real GDP growth in the fourth quarter would be much less negative than the drag of nearly 2 percentage points in the third quarter.,2
1.359354019165039,2,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the SOMA in accordance with the following domestic policy directive: ""Consistent with its statutory mandate, the Federal Open Market Committee seeks monetary and financial conditions that will foster maximum employment and price stability.",0
1.6258869171142578,0,"A number of participants noted that continued high unemployment, particularly with large numbers of workers suffering very long spells of unemployment, would lead to an erosion of workers' skills that would have adverse consequences for those workers and for the economy's potential level of output in the longer term.",0
2.2504231929779053,2,Real outlays for office and computing equipment continued to grow rapidly as prices of personal computers and networking equipment remained on a steep downtrend.,2
1.4054138660430908,2,"Members agreed that the Federal Reserve was committed to using its full range of tools to support the U. S. economy in this challenging time, thereby promoting its maximum-employment and price-stability goals.",0
0.42650604248046875,1,"In these circumstances, the Committee believed that some further measured policy firming was likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance.",1
2.584826946258545,0,"Low readings on overall and core consumer price inflation in recent months, as well as the weakened economic outlook, kept near-term inflation expectations reported in surveys well below their high levels in mid-2008.",0
1.2078149318695068,2,"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. """,2
1.436331033706665,0,"However, in light of the projected persistence of slack in labor and product markets and the anticipated stability in long-term inflation expectations, the increase in inflation was expected to be mostly transitory if oil and other commodity prices did not rise significantly further.",2
2.1762468814849854,2,"In that vein, several participants noted that inflation expectations had been sensitive to incoming data and to communications regarding monetary policy over the intermeeting period.",2
1.4062891006469727,2,European equity prices were also lower over the period.,2
1.3364391326904297,2,"While overall employment conditions, the buildup of household net worth, and access to financing would bolster consumer expendi- tures, members also cited a number of limiting factors.",2
1.568363904953003,2,"Some business contacts indicated that wage and price pressures were subdued; however, in one District, contacts pointed to rising wage pressures and labor shortages.",1
1.2897591590881348,1,"Looking ahead, an abatement or reversal of some of the temporary factors reducing prices was likely to raise measured inflation.",1
2.4579849243164062,2,"In the residential real estate sector, home sales and construction had increased from very low levels, and house prices appeared to be stabilizing.",2
1.9413719177246094,2,"Moreover, a change in the ranges might be misinterpreted as a signal of greater reliance on the broad monetary aggregates in the formulation and conduct of monetary policy.",2
1.919839859008789,2,"The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen.",0
1.4905860424041748,2,"The staff viewed the uncertainty around its December projections for real GDP growth, the unemployment rate, and inflation as similar to the average of the past 20 years.",2
1.3702189922332764,1,"Without a reduction of aggregate demand growth, inflation would rise.",1
1.3631412982940674,0,"Reinforcing this outlook was recent evidence of somewhat faster than anticipated productivity growth, the prospect that world economic conditions would hold down energy prices, and a sharp drop in near-term inflation expectations of households as reported in recent surveys.",0
1.1920738220214844,2,"In the circumstances, most members endorsed a proposal to delete as no longer necessary the previous summary statement relating to the risks to growth and inflation taken together.",2
2.6377673149108887,1,The gains in employment over July and August were generally seen as larger than anticipated.,1
1.3901209831237793,0,"Several participants observed that the trimmed mean measure of PCE price inflation constructed by the Federal Reserve Bank of Dallas had stayed near 2 percent recently, underscoring the view that the recent low readings on inflation will prove transitory.",2
1.4466252326965332,0,Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed.,2
1.530289888381958,2,"Inflation had increased somewhat since earlier this year but remained below the Committee's 2 percent longer-run objective, partly reflecting earlier declines in energy prices and in prices of non-energy imports.",0
2.0531342029571533,2,"Measures of core inflation remained much more subdued, although they also moved up in some countries.",0
1.8277812004089355,0,Inflation expectations that currently appeared by various measures and survey results to be essentially flat or even to have declined a bit were reinforcing the factors holding down price increases.,2
2.0460588932037354,2,Most survey-based measures of longer-term inflation expectations had been little changed in recent months.,2
1.335209846496582,2,"Since the previous FOMC meeting, spreads on municipal bonds narrowed substantially, on net, moving near levels observed for several years before the pandemic, as investor demand exhibited some recovery over much of the period from earlier weak levels.",0
1.0917339324951172,2,"Total U. S. consumer prices, as measured by the PCE price index, increased 1.",1
1.259286880493164,2,"Residential construction activity remained at a high level, evidently supported in part by recent declines in mortgage interest rates.",0
0.5159308910369873,0,"Moreover, most members saw substantial downside risks to the economic outlook and judged that a rate reduction at this meeting would provide valuable additional insurance against an unexpectedly severe weakening in economic activity.",0
2.595960855484009,0,"Indeed, financial services firms had already announced layoffs, largely reflecting mortgage market developments, the demand for temporary workers appeared to have softened, and the most recent weakening in construction employment was likely to continue for a while.",0
1.394826889038086,2,"Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of participants saw the risks to the outlook for inflation as balanced.",2
1.3306241035461426,1,"Participants discussed several risks that, if realized, could necessitate a steeper path of increases in the target range; these risks included the possibility that inflation pressures could build unduly if output expanded well beyond its maximum sustainable level, perhaps owing to fiscal stimulus or accommodative financial market conditions.",1
1.8805201053619385,0,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.",2
1.4626350402832031,0,This evaluation assumed continued sluggish growth in final demand during the period immediately ahead.,2
1.1592738628387451,1,"The members generally agreed that, if necessary, their concerns about rising inflation could be addressed at the meeting in early February.",1
1.3620069026947021,0,"However, other participants noted that the continued subdued trend in wages was evidence of an absence of upward pressure on inflation from the current level of resource utilization.",0
1.3995189666748047,2,"More broadly, signs of a pickup in growth in economic activity in some AFEs and emerging Asian economies other than China also appeared to contribute to the improvement in sentiment in financial markets.",2
1.9569048881530762,0,"However, a few participants expressed concern that higher household wealth might not translate into greater consumer spending, cautioning that household income growth remained slow, that households might not treat the additions to wealth arising from recent equity price increases as lasting, or that households' scope to extract housing equity for the purpose of increasing their expenditures was less than in the past.",2
1.020672082901001,0,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.",0
2.202134609222412,2,"Job gains had been solid, on average, in recent months, and the unemployment rate had remained low.",1
1.474696159362793,2,"In particular, investors noted that the Committee attributed some of the recent increase in inflation to transitory factors, retained its earlier balance of risks assessment, and reiterated its belief that policy accommodation could be removed at a pace that would likely be measured.",1
1.533217191696167,0,"In particular, the Committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014.",0
1.358872890472412,2,The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,2
1.8193271160125732,2,"The Committee expects that, with further gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in the medium term and labor market conditions will remain strong.",1
1.1207900047302246,1,"Participants judged that an appropriate firming of the stance of monetary policy, along with an eventual waning of supply–demand imbalances, would help to keep longer-term inflation expectations anchored and bring inflation down over time to levels consistent with the Committee's 2 percent longer-run goal.",1
1.3841841220855713,2,"In Latin America, indicators suggested that economic activity in Mexico and Brazil expanded further in the first quarter.",2
2.3792800903320312,2,"Some members commented, however, that the relationship between the output gap and inflation was quite loose and that the outlook for productivity remained uncertain.",2
1.4648077487945557,2,The current range readily encompassed the growth rate seen likely to be associated with the members' forecasts for economic activity and prices.,2
1.4971041679382324,0,"However, a few other participants pointed to the record of inflation consistently running below the Committee's 2 percent objective over recent years and expressed the concern that longer-run inflation expectations may have slipped below levels consistent with that objective.",0
1.1782817840576172,2,"Economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports.",1
0.7985889911651611,1,Such a directive would imply that any tightening should be implemented promptly if developments were perceived as pointing to rising inflation.,1
1.8605968952178955,1,"As a result, most market interest rates rose somewhat in the period after the November 16 meeting.",1
1.6213250160217285,2,"The federal funds rate averaged a little higher than the level expected with an unchanged policy stance, in part because of unexpectedly high demand for reserves in late July and early August.",1
1.4304571151733398,2,"Both total and core inflation were projected to move up slightly next year, as the low readings early this year were expected to be transitory, but nevertheless to continue to run below 2 percent.",0
1.94667387008667,0,"Still, most members projected that over the next couple of years, the unemployment rate would remain quite elevated and the level of inflation would remain below rates consistent over the longer run with the Federal Reserve's objectives.",0
1.9706780910491943,1,Private nonfarm payroll employment increased appreciably on balance over September and October.,1
0.997628927230835,1,Members commented that the continued strong increases in energy and other commodity prices would prompt a difficult adjustment process involving both lower growth and higher rates of inflation in the near term.,2
1.1288840770721436,0,"While recognizing the improvement in a number of indicators of economic activity and labor market conditions since the fall, many members indicated that further improvement in the outlook for the labor market would be required before it would be appropriate to slow the pace of asset purchases.",0
0.8744509220123291,0,"Indeed, the proposed reduction in the nominal federal funds rate would about offset the apparent increase in the real federal funds rate stemming from a recent decline in inflation.",0
3.5291969776153564,2,"The staff continued to project that the accommodative stance of monetary policy, together with a further attenuation of financial stress, the waning of adverse effects of earlier declines in wealth, and improving household and business confidence, would support a moderate recovery in economic activity and a gradual decline in the unemployment rate over the next two years.",0
1.356821060180664,2,"The faster pace of real GDP growth was expected to be supported by an easing in the restraint from changes in fiscal policy, increases in consumer and business confidence, further improvements in credit availability and financial conditions, and a pickup in the rate of foreign economic growth.",1
0.6876540184020996,2,"In their discussion of monetary policy for the intermeeting period, Committee members agreed that keeping the target range for the federal funds rate at 0 to 1/4 percent would be appropriate.",0
1.843008041381836,0,"Participants also observed that crude oil prices fell over the intermeeting period and other commodity prices also moderated, developments that were likely to damp headline inflation at the consumer level going forward.",0
1.7388091087341309,2,"Some saw a risk that inflationary pressures might develop more rapidly than currently anticipated as resource utilization tightened, while several others thought that progress in achieving the Committee's inflation objective might lag if further appreciation of the dollar continued to depress non-energy commodity prices or if inflation was slow to respond to tighter resource utilization.",2
1.4326770305633545,2,"This policy preference was based on expectations of growth in business activity at a pace averaging in the vicinity of the economy's potential, a perception among the members that the risks to such an outlook were more balanced than earlier, and anticipations that under these circumstances inflation would remain constrained.",2
1.4359872341156006,2,"In furtherance of these objectives, the Committee reaffirmed at its meeting in June the ranges it had established in February for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",2
1.0257899761199951,0,"In particular, participants judged that communicating the Committee's expectation that short-term interest rates were likely to stay exceptionally low for some time could be useful because it could lead to pricing of longer-term interest rates consistent with the path of monetary policy that policymakers saw as most likely.",0
14.329874992370605,0,"Indeed, most anticipated that inflation will slow for a time to rates somewhat lower than those they judge consistent with the dual goals of price stability and maximum employment, initially reflecting the recent declines in the prices of energy and other commodities and later responding to several years of substantial economic slack.",0
1.4344840049743652,0,"Still, core consumer price indices remained relatively damped and had risen only a little over the last year, especially when measured by the PCE chain-price index, and that suggested underlying price pressures remained largely contained.",2
2.150311231613159,,"In Japan, private consumption rebounded strongly, and private investment and net exports continued to boost growth.",2
1.5695278644561768,1,The Committee's accompanying statement indicated that economic growth had been quite strong so far this year.,1
1.4628410339355469,0,"The producer price index for core intermediate materials dropped for a fifth month in February, reflecting, in part, weaker global demand and steep declines in the prices of a wide variety of energy-intensive goods, such as chemicals and plastics.",0
1.040402889251709,2,"Although higher energy and other costs had the potential to add to inflation pressure, core inflation had been relatively low in the preceding few months and longer-term inflation expectations remained contained.",2
1.351572036743164,1,One member anticipated little if any effect on economic growth and unemployment and did not agree that the outlook for economic activity and inflation called for further policy accommodation.,2
1.8833999633789062,2,"In determining how long to maintain a highly accommodative stance of monetary policy, the Committee will also consider other information, including additional measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",0
1.909742832183838,2,"Pressures on labor resources were likely to ease somewhat as the expansion of economic activity slowed, but inflation was projected to pick up gradually in association with a partial reversal of the decline in energy prices this year.",1
1.549424171447754,2,The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,2
2.236891031265259,2,"That sentiment was apparently reinforced over the remainder of the period by the comments of several Federal Reserve officials and the release of the August employment report, which seemed to convey the view that the economy was emerging from its ""soft patch. """,2
2.0469541549682617,1,Mr. Broaddus dissented because he continued to believe that a modest tightening of policy would be prudent in light of the apparent persisting strength in aggregate demand for goods and services.,1
2.9632508754730225,0,The persistence of underutilized resources was expected to foster some moderation in core price inflation.,2
